"kurskod","namn","kommentar","signatur","spec_benämning","api_url"
"U0056P","Förskollärarens ledarskap i utbildning och undervisning i ett nutida och historiskt perspektiv","100% Lp3-4 Luleå","33243-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q023gZ6y5Y755176Y76Y.json"
"U0056P","Förskollärarens ledarskap i utbildning och undervisning i ett nutida och historiskt perspektiv","100% Lp3-4 Luleå","33243-V24.2","Grupp 2","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q023gZ6y5Y755976Y76Y.json"
"U0056P","Förskollärarens ledarskap i utbildning och undervisning i ett nutida och historiskt perspektiv","100% Lp3-4 Luleå","33243-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q003gZ6y5Y355776Y76Y.json"
"M0010N","Försäljning och etik","50% Lp4 Luleå 4+5+6","40426-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q023gZ6y5Y355476Y76Y.json"
"K7003N","Försöksplanering","50% Lp4 Luleå 1+6","40428-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q033gZ6y5Y355876Y76Y.json"
"J0049N","Förvaltningsrätt","50% Lp2 Luleå 1+2+3","20024-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q093gZ6y5Y955076Y76Y.json"
"J0049N","Förvaltningsrätt","50% Lp2 Luleå 1+2+3","20270-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv7Q093gZ6y5Y955576Y76Y.json"
"J0049N","Förvaltningsrätt","50% Lp3 Luleå 5+6","30182-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q093gZ6y5Y355776Y76Y.json"
"J0049N","Förvaltningsrätt","50% Lp3 Luleå 5+6","30619-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q043gZ6y5Y255676Y76Y.json"
"Gemensa kl","Gemensam lektion klassiker","Gemensam undervisning","76851279.s","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ770Z50Qv07047gZ6y1Y355Y63YQ6.json"
"G0008A","Genusperspektiv på teknik och ingenjörsvetenskap","25% Lp3-4 Ortsoberoende","30710-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q073gZ6y5Y355076Y76Y.json"
"O7007K","Geofysik för prospektering och miljöundersökning","50% Lp1 Luleå 3","15625-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q033gZ6y5Y855976Y76Y.json"
"L0010B","Geografisk analys","50% Lp2 Ortsoberoende","25015-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q093gZ6y5Y955376Y76Y.json"
"L0010B","Geografisk analys","50% Lp2 Ortsoberoende","25016-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q093gZ6y5Y955476Y76Y.json"
"L0010B","Geografisk analys","50% Lp2 Ortsoberoende","25869-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q093gZ6y5Y955276Y76Y.json"
"L0010B","Geografisk analys","50% Lp4 Ortsoberoende","45092-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q033gZ6y5Y355276Y76Y.json"
"L0010B","Geografisk analys","50% Lp4 Ortsoberoende","45111-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q033gZ6y5Y355276Y76Y.json"
"L0010B","Geografisk analys","50% Lp4 Ortsoberoende","45112-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q033gZ6y5Y355376Y76Y.json"
"L0020B","Geografisk informationsteknik","50% Lp1 Ortsoberoende","15061-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q053gZ6y5Y955576Y76Y.json"
"L0020B","Geografisk informationsteknik","50% Lp1 Ortsoberoende","15062-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q053gZ6y5Y955676Y76Y.json"
"L0020B","Geografisk informationsteknik","50% Lp1 Ortsoberoende","15640-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q033gZ6y5Y855476Y76Y.json"
"L0020B","Geografisk informationsteknik","50% Lp3 Ortsoberoende","35078-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q083gZ6y5Y355776Y76Y.json"
"L0020B","Geografisk informationsteknik","50% Lp3 Ortsoberoende","35086-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q083gZ6y5Y355876Y76Y.json"
"L0020B","Geografisk informationsteknik","50% Lp3 Ortsoberoende","35467-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y255476Y76Y.json"
"G7012B","Geohydrologi","50% Lp3 Luleå 4+5","35479-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q043gZ6y5Y255576Y76Y.json"
"L7013K","Geokemisk modellering","50% Lp2 Luleå 3","25852-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q093gZ6y5Y955776Y76Y.json"
"L7017K","Geokemisk prospektering","50% Lp1 Luleå 2","15624-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q033gZ6y5Y855876Y76Y.json"
"O7024K","Geologi i Arktis","50% Lp2 Luleå 4+5","25874-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q093gZ6y5Y955076Y76Y.json"
"O0035K","Geologi, grundkurs","50% Lp4 Luleå 2+6","45096-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q033gZ6y5Y355176Y76Y.json"
"M7008K","Geometallurgi","50% Lp1 Luleå 4+5","15654-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv2Q033gZ6y5Y855376Y76Y.json"
"G7008B","Geoteknik fk","50% Lp1 Luleå 3+4","15631-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q033gZ6y5Y855076Y76Y.json"
"G0003B","Geoteknik gk","50% Lp3 Luleå 3+6","35507-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q053gZ6y5Y355676Y76Y.json"
"G0013B","Geoteknologi baskurs","50% Lp4 Luleå 2+6","45084-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q023gZ6y5Y355676Y76Y.json"
"O7026K","Geovetenskap för prospektering","50% Lp1 Luleå 4+5","15665-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q033gZ6y5Y855076Y76Y.json"
"O0041K","Geovetenskap","25% Lp1-2 Luleå 2+5","15651-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv2Q033gZ6y5Y855276Y76Y.json"
"F0020B","Gestaltning och funktion","50% Lp4 Luleå 2+6","45051-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q023gZ6y5Y355976Y76Y.json"
"O7021K","GIS i geovetenskap","50% Lp3 Luleå 2","35464-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y255776Y76Y.json"
"F0293G","Gitarr 1, akustisk inriktning","25% Lp1-2 Piteå","10203-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q053gZ6y5Y955276Y76Y.json"
"F0293G","Gitarr 1, akustisk inriktning","25% Lp1-2 Piteå","10916-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q083gZ6y5Y955576Y76Y.json"
"F0293G","Gitarr 1, akustisk inriktning","25% Lp3-4 Piteå","30147-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q083gZ6y5Y355576Y76Y.json"
"D0114G","Gitarr 1, jazz- och rockinriktning","25% Lp1-2 Piteå","10206-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q053gZ6y5Y955376Y76Y.json"
"D0114G","Gitarr 1, jazz- och rockinriktning","25% Lp1-2 Piteå","10917-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q073gZ6y5Y955176Y76Y.json"
"D0114G","Gitarr 1, jazz- och rockinriktning","25% Lp3-4 Piteå","30057-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q073gZ6y5Y355076Y76Y.json"
"F0295G","Gitarr 2, akustisk inriktning","25% Lp1-2 Piteå","10204-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q083gZ6y5Y955676Y76Y.json"
"F0295G","Gitarr 2, akustisk inriktning","25% Lp1-2 Piteå","10205-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q053gZ6y5Y955476Y76Y.json"
"F0295G","Gitarr 2, akustisk inriktning","25% Lp3-4 Piteå","30148-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q083gZ6y5Y355676Y76Y.json"
"D0115G","Gitarr 2, jazz- och rockinriktning","25% Lp1-2 Piteå","10207-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q073gZ6y5Y955276Y76Y.json"
"D0115G","Gitarr 2, jazz- och rockinriktning","25% Lp1-2 Piteå","10208-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q053gZ6y5Y955076Y76Y.json"
"D0115G","Gitarr 2, jazz- och rockinriktning","25% Lp3-4 Piteå","30058-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q073gZ6y5Y355576Y76Y.json"
"D0132G","Gitarr 3, jazz- och rockinriktning","25% Lp1-2 Piteå","10209-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv8Q073gZ6y5Y955076Y76Y.json"
"D0132G","Gitarr 3, jazz- och rockinriktning","25% Lp1-2 Piteå","10210-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q053gZ6y5Y955576Y76Y.json"
"D0132G","Gitarr 3, jazz- och rockinriktning","25% Lp3-4 Piteå","30071-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q073gZ6y5Y355976Y76Y.json"
"D0140G","Gitarr 4, jazz- och rockinriktning","25% Lp1-2 Piteå","10211-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv8Q073gZ6y5Y955976Y76Y.json"
"D0140G","Gitarr 4, jazz- och rockinriktning","25% Lp3-4 Piteå","30077-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q083gZ6y5Y355876Y76Y.json"
"S0046N","Globala miljöregimer","100% Lp1 Ortsoberoende","10847-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q023gZ6y5Y855576Y76Y.json"
"S0046N","Globala miljöregimer","100% Lp1 Ortsoberoende","10956-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q063gZ6y5Y955376Y76Y.json"
"Y0005B","GPS och maskinstyrning","50% Lp3 Luleå","35465-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y255176Y76Y.json"
"D0044A","Grafisk design: Branschreflektion","50% Lp4 Luleå","40397-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q013gZ6y5Y355876Y76Y.json"
"D0048A","Grafisk design: designreflektion","50% Lp3 Luleå 1+6","30603-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q043gZ6y5Y255376Y76Y.json"
"D0041A","Grafisk design: Identitetsdesign","100% Lp2 Luleå","20201-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q003gZ6y5Y955176Y76Y.json"
"D0043A","Grafisk design: Informationsdesign","50% Lp4 Luleå","40393-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q013gZ6y5Y355076Y76Y.json"
"D0035A","Grafisk design: interaktion 1","50% Lp4 Luleå 3+4","40395-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q013gZ6y5Y355676Y76Y.json"
"D0042A","Grafisk design: Interaktion 2","100% Lp3 Luleå","30599-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q043gZ6y5Y255876Y76Y.json"
"D0036A","Grafisk design: kommunikation och medier","50% Lp4 Luleå 2+5","40394-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q013gZ6y5Y355576Y76Y.json"
"D0032A","Grafisk design: konstnärliga tekniker, material och medier 1","100% Lp1 Luleå","10760-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q013gZ6y5Y855576Y76Y.json"
"D0038A","Grafisk design: konstnärliga tekniker, material och medier 2","50% Lp3 Luleå 2+5","30600-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q043gZ6y5Y255976Y76Y.json"
"D0034A","Grafisk design: metod, process och teori","50% Lp3 Luleå 1+4","30601-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q043gZ6y5Y255176Y76Y.json"
"D0047A","Grafisk design: projekt inom grafisk design","50% Lp1-2 Luleå","10763-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q013gZ6y5Y855876Y76Y.json"
"D0033A","Grafisk design: typografi, språket och formen 1","100% Lp2 Luleå","20200-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q003gZ6y5Y955976Y76Y.json"
"D0040A","Grafisk design: Typografi, språket och formen 2","100% Lp1 Luleå","10762-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q013gZ6y5Y855776Y76Y.json"
"D0018A","Grafisk formgivning","50% Lp3 Luleå 1+5","30668-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q053gZ6y5Y355576Y76Y.json"
"D0018A","Grafisk formgivning","50% Lp3 Luleå 1+5","30707-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q083gZ6y5Y355476Y76Y.json"
"D0026A","Grafiska användargränssnitt","50% Lp3 Luleå 4+5","30001-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y255176Y76Y.json"
"D0026A","Grafiska användargränssnitt","50% Lp3 Ortsoberoende","30580-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y255976Y76Y.json"
"E0013E","Grundkurs i elektroteknik","50% Lp1 Luleå 1+5","17319-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q093gZ6y5Y855876Y76Y.json"
"E0013E","Grundkurs i elektroteknik","50% Lp2 Luleå","27021-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q043gZ6y5Y855476Y76Y.json"
"E0013E","Grundkurs i elektroteknik","50% Lp2 Luleå 5+6","27704-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q043gZ6y5Y855376Y76Y.json"
"W0004T","Grundkurs i elkraftteknik","50% Lp4 Luleå 2+3","48835-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q013gZ6y5Y355076Y76Y.json"
"B0015P","Grundläggande ekologi och miljökunskap för SKPU-studenter","50% Lp4 Ortsoberoende","04497-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y355876Y76Y.json"
"U0048P","Grundläggande ekologi och miljökunskap","50% Lp1-2 Ortsoberoende","14069-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv7Q043gZ6y5Y855876Y76Y.json"
"M0094H","Grundläggande medicinsk vetenskap","100% Lp4 Luleå","43516-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q013gZ6y5Y355176Y76Y.json"
"S0065A","Grundläggande miljösociologi","50% Lp2 Luleå 1+2+6","20248-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv8Q013gZ6y5Y955676Y76Y.json"
"S0062A","Grundläggande perspektiv på utvärdering","50% Lp1 Luleå 3+4+5","10784-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv7Q013gZ6y5Y855276Y76Y.json"
"V0022B","Grundläggande projektkurs i VA-teknik","50% Lp3 Luleå","35537-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q093gZ6y5Y355576Y76Y.json"
"R0001E","Grundläggande reglerteknik","50% Lp2 Luleå 3+6","27011-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q043gZ6y5Y855076Y76Y.json"
"R0001E","Grundläggande reglerteknik","50% Lp2 Skellefteå 3+6","27012-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q043gZ6y5Y855576Y76Y.json"
"R0001E","Grundläggande reglerteknik","50% Lp2 Ortsoberoende","27045-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q013gZ6y5Y955276Y76Y.json"
"R0001E","Grundläggande reglerteknik","50% Lp2 Ortsoberoende","27672-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q043gZ6y5Y855476Y76Y.json"
"S0047A","Grundläggande sociologisk metod","100% Lp4 Luleå","40377-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q013gZ6y5Y355576Y76Y.json"
"S0015A","Grundläggande sociologisk teori","50% Lp1 Luleå 1+6","10786-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv7Q013gZ6y5Y855476Y76Y.json"
"S0015A","Grundläggande sociologisk teori","50% Lp1 Luleå 1+6","10952-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q063gZ6y5Y955976Y76Y.json"
"S0009M","Grundläggande statistik","50% Lp3 Luleå 2+5","38979-V24.1","Grupp 1","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q023gZ6y5Y455076Y76Y.json"
"S0009M","Grundläggande statistik","50% Lp3 Luleå 2+5","38979-V24.2","Grupp 2","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q023gZ6y5Y455376Y76Y.json"
"S0009M","Grundläggande statistik","50% Lp3 Luleå 2+5","38979-V24.3","Grupp 3","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q023gZ6y5Y455576Y76Y.json"
"S0009M","Grundläggande statistik","50% Lp3 Luleå 2+5","38979-V24.4","Grupp 4","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q023gZ6y5Y455476Y76Y.json"
"S0009M","Grundläggande statistik","50% Lp3 Luleå 2+5","38979-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q003gZ6y5Y355176Y76Y.json"
"S0009M","Grundläggande statistik-Distans","50% Lp3 Ortsoberoende 2+5","38005-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q003gZ6y5Y355276Y76Y.json"
"S0046A","Grundläggande vetenskapsteori för sociologi","50% Lp3 Luleå 3+4","30573-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q033gZ6y5Y255876Y76Y.json"
"G7006B","Grundläggningsteknik","50% Lp4 Luleå 3+4","45085-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q023gZ6y5Y355776Y76Y.json"
"S0008A","Grupp och lagarbete","50% Lp1 Luleå","10783-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv7Q013gZ6y5Y855176Y76Y.json"
"S0008A","Grupp och lagarbete","50% Lp4 Luleå","40375-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q013gZ6y5Y355876Y76Y.json"
"S0028A","Grupper och individer i arbetslivet","50% Lp1 Luleå 3+5","10793-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv8Q013gZ6y5Y855276Y76Y.json"
"D7001B","Gruvautomation","50% Lp2 Luleå 3+6","25879-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q093gZ6y5Y955876Y76Y.json"
"L7016K","Gruvavfall","50% Lp4 Luleå 4+5","45094-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q033gZ6y5Y355476Y76Y.json"
"T7026B","Gruvdesign och brytningsekonomi","50% Lp3 Luleå 3+4","35489-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q003gZ6y5Y355076Y76Y.json"
"O7022K","Gruvgeologi","50% Lp2 Luleå 1+2","25850-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q093gZ6y5Y955576Y76Y.json"
"J0006N","Handelsrätt I","100% Lp3 Luleå","30178-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q083gZ6y5Y355076Y76Y.json"
"J0006N","Handelsrätt I","100% Lp3 Luleå","30675-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q053gZ6y5Y355276Y76Y.json"
"J0007N","Handelsrätt II","100% Lp4 Luleå","40025-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y355876Y76Y.json"
"J0007N","Handelsrätt II","100% Lp4 Luleå","40427-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q033gZ6y5Y355076Y76Y.json"
"F7019H","Handledning vid verksamhetsförlagd utbildning - hälsa, vård och rehabilitering","25% Lp2-3 Ortsoberoende","23694-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q013gZ6y5Y955576Y76Y.json"
"N7017N","Hantering av naturresurskonflikter","50% Lp3 Luleå","30662-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q053gZ6y5Y355876Y76Y.json"
